pid,old-pid,gid,unique gid,goaldisrupted,old-cid,goal-statement,Goal categories,,cid,uniquecid,Goal scope,rep-id,circumstance,Situation that occurred ,Repeating for another goal,Life Event?,Pre-existing?,Duplicate?,how-long,frequency,affect-wellbeing,affect-logistical,Disruption labor produced,Disruption labor produced,Disruption labor produced,affect-goal,change,Goal changes,,,,,,
S09,S09,goal3,S09goal3,,circ2,Bring in some money,Financial Stability/Safety,,circ1,S09goal3circ1,Long term,r11,Mom life,Caregiving,Yes,No,No,No,longer than a year,daily,Guilty. Not doing enough with my child and not doing enough to bring in money,,Emotional,,,Too busy and no one to watch my kid,Changing my time expectations of when I can work,Changed strategy,,,,,,
S09,S09,goal4,S09goal4,,circ1,Build savings account,Financial Stability/Safety,,circ1,S09goal4circ1,Long term,r10,Bill increase,Finances,Yes,No,No,No,multiple months to a year,monthly,Stress and worry,,Emotional,,,Now less can be saved for the next does months,Less will be saved,Changed strategy,,,,,,
S09,S09,goal5,S09goal5,,circ1,Enjoy the present,Mental health and wellbeing,,circ1,S09goal5circ1,Aspirational,r11,Life stresses/ Mom life,Caregiving,Yes,No,No,No,an hour or less,every other week,Day to day worries and overwhelm of being a mom,,Emotional,,,Tired from long days and unexpected things happen,,Skipped,,,,,,
S10,S10,goal1,S10goal1,,circ2,Give more to people,Social connection,,circ1,S10goal1circ1,Aspirational,,Money,Finances,No,No,No,No,multiple weeks to a month,every other week,Stress,,Emotional,,,"Mae me stress more, feel pressured.",I would forego some extra things or ry to find free things to do.,Changed strategy,,,,,,
S10,S10,goal1,S10goal1,,circ3,Give more to people,Social connection,,circ2,S10goal1circ2,Aspirational,,Energy,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,daily,Feeling too tired to do for others,,Emotional,,,I was too tired,"I did what i could when i felt i had a little energy, i didnt overwork myself",Changed strategy,,,,,,
S10,S10,goal1,S10goal1,,circ4,Give more to people,Social connection,,circ3,S10goal1circ3,Aspirational,,Negativity,Social interactions - negative,No,No,No,No,multiple months to a year,every other week,Feeling depressed,,Emotional,,,I felt like i wasnt worth anything and why would someone want something from me,"I made a list of nice things people said to me, read this if i feel negative",Changed strategy,,,,,,
S10,S10,goal1,S10goal1,,circ5,Give more to people,Social connection,,circ4,S10goal1circ4,Aspirational,,Distance,Resources,No,No,Yes,No,multiple months to a year,every other week,I live too far,,Logistical,,,I live far from many of my friends,I text or call instead of feeling pressure to visit in person,Changed strategy,,,,,,
S10,S10,goal2,S10goal2,,circ1,Positive thinking,Mental health and wellbeing,,circ1,S10goal2circ1,Aspirational,,[Remembering about] Current mistakes/ past mistakes,Internal - Feelings and thoughts,No,No,No,No,longer than a year,weekly,Bad mood,,Emotional,,,Made me feel like a failure,Read encouraging articles/ I trued to be realistic with myself,Changed strategy,,,,,,
S10,S10,goal2,S10goal2,,circ2,Positive thinking,Mental health and wellbeing,,circ2,S10goal2circ2,Aspirational,,Negative words said to me,Social interactions - negative,No,No,No,No,longer than a year,monthly,Made me feel unworthy,,Emotional,,,,I called friends who spoke positive words,Changed strategy,,,,,,
S10,S10,goal2,S10goal2,,circ5,Positive thinking,Mental health and wellbeing,,circ3,S10goal2circ3,Aspirational,,Not enough sleep,Sleep,No,No,No,No,longer than a year,daily,I felt too tired to accomplish anything,,Emotional,,,,I made a better schedule,Changed strategy,,,,,,
S10,S10,goal3,S10goal3,,circ2,Eating better,Nutrition,,circ1,S10goal3circ1,Medium term,,Cravings,Internal - Feelings and thoughts,No,No,No,No,longer than a year,daily,Makes me eat bad things,,No response,,,,I found foods that satisfied my cravings that were healthy,Changed strategy,,,,,,
S10,S10,goal4,S10goal4,,circ1,Save for tablet,Shopping,,circ1,S10goal4circ1,Medium term,,Other expenses,Finances,No,No,No,No,longer than a year,weekly,Having to spend the saved money on other things that come up,,Financial,,,,,Skipped,,,,,,
S11,S11,goal1,S11goal1,,circ1,applying for IT jobs,Work/Career,,circ1,S11goal1circ1,Medium term,,Important family matters,Social interaction - other,No,No,No,No,an hour or less,monthly,Physically exhaustd,,Physical,,,Too much to deal with at once,I managed my time on other duties more often,Changed time,,,,,,
S11,S11,goal2,S11goal2,,circ1,praying more times than usual daily,Mental health and wellbeing,,circ1,S11goal2circ1,Medium term,,Surfing the web more than usual,Entertainment,No,No,No,No,an hour or less,yearly or less,I get too obsessed with it to do other things,,Emotional,,,I get too deep into funny videos online,I thanked the Lord for being with me every day.,Changed strategy,,,,,,
S11,S11,goal3,S11goal3,,circ1,finishing my Bachelor's degree studies,Education/Learning,,circ1,S11goal3circ1,Medium term,,Checking on important online updates,Social interaction - other,No,No,No,No,an hour or less,every other week,I needed my computer to stay safe and updated.,,Logistical,,,I keep getting notifications every day.,I muted my notifications.,Changed strategy,,,,,,
S12,S12,goal1,S12goal1,,circ1,lose 10 pounds,Weight management,,circ1,S12goal1circ1,Medium term,,too tired to exercise,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,daily,it makes me sad and unhealthy and stressed,,Emotional,,,too tired from work to devote time and energy to exercise,I just didn't work towards my goal,Skipped,,,,,,
S12,S12,goal1,S12goal1,,circ2,lose 10 pounds,Weight management,,circ2,S12goal1circ2,Medium term,,limited funds for healthy food,Finances,No,No,No,No,multiple weeks to a month,daily,"I feel sluggish and gross and sad because I can't afford what I'd like to eat that would be healing, filling and satiating.",,Emotional,,,I am more likely to make poor food choices because I can't afford much and have more access to unhealthy options,I had to sort of put a pause on it for now,Paused,,,,,,
S12,S12,goal1,S12goal1,,circ3,lose 10 pounds,Weight management,,circ3,S12goal1circ3,Medium term,,stress keeping the weight on,Internal - Feelings and thoughts,No,No,No,No,multiple weeks to a month,daily,mentally not well and sad and stressed all the time and feel like I can't make the changes I want,,Emotional,,,Stress makes losing weight a lot harder,I am trying to change my financial situation so I can resume my goal,Changed strategy,,,,,,
S12,S12,goal1,S12goal1,,circ4,lose 10 pounds,Weight management,,circ4,S12goal1circ4,Medium term,,not enough sleep keeping the pounds on,Sleep,No,No,No,No,multiple weeks to a month,daily,I am tired and groggy all the time and feel awful,,Emotional,,,It's difficult to lose weight when you are sleep deprived,I am just working harder to fix my finances so I can resume my goal,Changed strategy,,,,,,
S12,S12,goal2,S12goal2,S12goal1,circ1,eat healthier,Nutrition,,circ1,S12goal2circ1,Medium term,,finanically struggling,Finances,No,No,Yes,No,multiple weeks to a month,daily,it has made me severly depressed and hopeless and constantly stressed about survival,,Emotional,,,not as much money to buy nutrious and filling food,i try my best,No change,,,,,,
S12,S12,goal3,S12goal3,,circ1,get more sleep,Sleep,,circ1,S12goal3circ1,Medium term,,my cat,Social interaction - other,No,No,No,No,multiple weeks to a month,daily,she increases my stress,,Emotional,,,she is constantly waking me up at night to be fed and paid attention to because she is awake,I try my best but she wakes me up about every hour,Abandoned,,,,,,
S12,S12,goal3,S12goal3,,circ2,get more sleep,Sleep,,circ2,S12goal3circ2,Medium term,,stress,Internal - Feelings and thoughts,No,No,No,No,multiple weeks to a month,daily,makes me feel like I'm not even a person anymore,,Emotional,,,I get really panic-y at night because I think about all the stuff I have to worry about and I have trouble falling or styaing asleep,I struggle but I try to meditate,Changed strategy,,,,,,
S12,S12,goal3,S12goal3,,circ3,get more sleep,Sleep,,circ3,S12goal3circ3,Medium term,,having to get up early and getting home late,Other,No,No,No,No,multiple weeks to a month,daily,I have no time to take care of myself,,Emotional,,,I have less than 6 hours to sleep and I struggle to fall asleep and stay asleep because my cat constantly wakes me up,there isn't much I can do right now,Abandoned,,,,,,
S12,S12,goal4,S12goal4,,circ1,drink more water,Nutrition,,circ1,S12goal4circ1,Medium term,,I forget,Resources,No,No,No,No,multiple weeks to a month,daily,I feel guilty and dehydrated,,Emotional,,,I don't drink enough because hours have passed and I haven't had the amount of water I need,I am thinking I might try to set an alert on my phone,Changed strategy,,,,,,
S12,S12,goal4,S12goal4,,circ3,drink more water,Nutrition,,circ2,S12goal4circ2,Medium term,,I don't want to have to pee all the time at work,Other,No,No,No,No,multiple weeks to a month,daily,I am dehydrated and feel guilty,,Emotional,,,it is not easy to excuse myself to the restroom during my busy work day and it is inconvenient,this is not that easy to work around unfortunately,No change,,,,,,
S13,S13,goal1,S13goal1,,circ1,Eat healthier meals,Nutrition,,circ1,S13goal1circ1,Medium term,,Craving comfort food due to stress,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,weekly,"increased anxiety, felt guilty",,Emotional,,, ,"Skipped meal prep, chose quick unhealthy snacks instead",Skipped,,,,,,
S13,S13,goal1,S13goal1,,circ2,Eat healthier meals,Nutrition,,circ2,S13goal1circ2,Medium term,,Unexpectedly ran out of groceries,Resources,No,No,No,No,more than an hour to half a day,monthly,felt frustrated,,Emotional,,,"Felt too tired to plan a new meal, ended up eating unhealthy takeout","Skipped meal prep, ordered takeout instead",Skipped,,,,,,
S13,S13,goal2,S13goal2,,circ1,Stay connected with family,Social connection,,circ1,S13goal2circ1,Medium term,,Felt too anxious to make phone calls,Internal - Feelings and thoughts,No,No,No,No,more than an hour to half a day,weekly,"Increased anxiety, felt guilty",,Emotional,,, ,Sent text messages instead of calling,Changed strategy,,,,,,
S13,S13,goal2,S13goal2,,circ2,Stay connected with family,Social connection,,circ2,S13goal2circ2,Medium term,,Family member was busy with work,Social interaction - other,No,No,No,No,more than an hour to half a day,weekly,"Felt lonely, a bit anxious",,Emotional,,,Couldn't have our usual phone chat,Rescheduled the call for another day,Rescheduled,,,,,,
S13,S13,goal3,S13goal3,,circ1,Exercise daily,Physical Activity,,circ1,S13goal3circ1,Medium term,,Had a headache,Pain,No,No,No,No,more than an hour to half a day,monthly,"Felt tired, a bit irritable",,Emotional,,,Couldn't gather the energy to exercise,Skipped the exercise session,Skipped,,,,,,
S13,S13,goal4,S13goal4,,circ1,Manage anxiety,Mental health and wellbeing,,circ1,S13goal4circ1,Medium term,,Saw negative news in the media,Social interactions - negative,No,No,No,No,more than an hour to half a day,weekly,"Increased anxiety, felt sad",,Emotional,,,Couldn't focus on relaxation techniques,"Skipped relaxation exercises, tried distracting myself with chores",Skipped,,,,,,
S13,S13,goal5,S13goal5,,circ1,Save money for a vacation,Shopping,,circ1,S13goal5circ1,Long term,,Unexpected medical bill,Finances,No,No,No,No,multiple weeks to a month,yearly or less,"Increased anxiety, felt stressed about finances",,Emotional,Financial,,Had to use vacation savings to pay the bill,,Skipped,,,,,,
S13,S13,goal5,S13goal5,,circ2,Save money for a vacation,Shopping,,circ2,S13goal5circ2,Long term,,Car needed urgent repairs,Finances,No,No,No,No,multiple weeks to a month,yearly or less,"Increased anxiety, felt stressed about unexpected expense",,Emotional,,,Had to use part of vacation savings for the repairs,Reduced spending on non-essential items to compensate,Changed strategy,,,,,,
S14,S14,goal1,S14goal1,,circ2,Being patient,Mental health and wellbeing,,circ1,S14goal1circ1,Aspirational,,lack of sleep,Sleep,No,No,No,No,more than an hour to half a day,weekly,not going to sleep staying up more than I should,,Other,,,"made me stressed , and tired",be patient and work towards sleeping more,Changed strategy,,,,,,
S14,S14,goal1,S14goal1,,circ3,Being patient,Mental health and wellbeing,,circ2,S14goal1circ2,Aspirational,,a lot of work,Work,No,No,No,No,an hour or less,every other week,made me stressed out,,Emotional,,,yes I was very stressed out and not inpatient,worked longer hours,Skipped,,,,,,
S14,S14,goal1,S14goal1,,circ4,Being patient,Mental health and wellbeing,,circ3,S14goal1circ3,Aspirational,,miscommunication,Social interaction - other,No,No,No,No,an hour or less,every other week,makes me sad when others dont understand,,Emotional,,,I have to be patient with people that dont understand certain things,listened more,Changed strategy,,,,,,
S14,S14,goal2,S14goal2,,circ1,working out more,Physical Activity,,circ1,S14goal2circ1,Medium term,r12,meetings,Work,Yes,No,No,No,an hour or less,daily,had to meet for work felt tired,,Physical,,,stress,spent more time in the gym,Changed strategy,,,,,,
S14,S14,goal3,S14goal3,,circ1,cooking more,Nutrition,,circ1,S14goal3circ1,Medium term,,cooked more at home,No disruption,No,No,No,No,No response,No response,made me happier,,No labor- positive disruption,,,none,more veggies,No response,,,,,,
S14,S14,goal4,S14goal4,,circ1,cleaning,Cleaning/organizing,,circ1,S14goal4circ1,Medium term,,had paperwork to complete,Work,No,No,No,No,an hour or less,weekly,made me stressed,,Emotional,,,too much work,do it on the weekend,Changed time,,,,,,
S14,S14,goal5,S14goal5,,circ1,spending more time with my family,Social connection,,circ1,S14goal5circ1,Medium term,r12,work meetings,Work,Yes,No,No,No,an hour or less,weekly,had to have meetings for work,,Logistical,,,had meeting couldn't spend time with family stay late after work,,Skipped,,,,,,
S15,S15,goal1,S15goal1,,circ1,Weight loss,Weight management,,circ1,S15goal1circ1,Long term,,period pain,Pain,No,No,No,No,multiple days to a week,monthly,feeling tired,,Physical,,,,cordinated low impact days with period cycle,Changed strategy,,,,,,
